annotator	bunch	filename	mark	label	offset1	offset2	span
y	11	es-S0378-48352006000600006-1.ann	T55	MORFOLOGIA_NEOPLASIA	2223	2233	metástasis
y	11	es-S0378-48352006000600006-1.ann	T56	MORFOLOGIA_NEOPLASIA	3881	3891	metástasis
y	11	es-S0378-48352006000600006-1.ann	T57	MORFOLOGIA_NEOPLASIA	4214	4224	metástasis
y	11	es-S0378-48352006000600006-1.ann	T58	MORFOLOGIA_NEOPLASIA	1877	1886	carcinoma
y	11	es-S0378-48352006000600006-1.ann	T59	MORFOLOGIA_NEOPLASIA	1935	1944	Carcinoma
y	11	es-S0378-48352006000600006-1.ann	T60	MORFOLOGIA_NEOPLASIA	2080	2089	carcinoma
y	11	es-S0378-48352006000600006-1.ann	T63	MORFOLOGIA_NEOPLASIA	1921	1944	metástasis de Carcinoma
y	11	es-S0378-48352006000400006-1.ann	T2	MORFOLOGIA_NEOPLASIA	2125	2130	tumor
y	11	es-S0378-48352006000400006-1.ann	T3	MORFOLOGIA_NEOPLASIA	2049	2054	tumor
y	11	es-S0378-48352006000400006-1.ann	T4	MORFOLOGIA_NEOPLASIA	1766	1780	adenocarcinoma
y	11	es-S0378-48352006000400006-1.ann	T6	MORFOLOGIA_NEOPLASIA	1349	1370	Carcinoma Epidermoide
y	11	es-S0378-48352006000400006-1.ann	T7	MORFOLOGIA_NEOPLASIA	1272	1293	carcinoma epidermoide
y	11	es-S0378-48352006000400006-1.ann	T8	MORFOLOGIA_NEOPLASIA	1175	1180	tumor
y	11	es-S0378-48352006000400006-1.ann	T13	MORFOLOGIA_NEOPLASIA	934	943	neoplasia
y	11	es-S0378-48352006000400006-1.ann	T18	MORFOLOGIA_NEOPLASIA	386	400	adenocarcinoma
y	11	es-S0378-48352006000400006-1.ann	T22	MORFOLOGIA_NEOPLASIA	248	253	tumor
y	11	es-S0378-48352006000400006-1.ann	T37	MORFOLOGIA_NEOPLASIA	1272	1281	carcinoma
y	11	es-S0378-48352006000400006-1.ann	T38	MORFOLOGIA_NEOPLASIA	1349	1358	Carcinoma
y	11	es-S0378-48352005000400004-1.ann	T4	MORFOLOGIA_NEOPLASIA	1470	1487	Carcinoma Medular
y	11	es-S0378-48352005000400004-1.ann	T5	MORFOLOGIA_NEOPLASIA	1451	1466	metástasis ósea
y	11	es-S0378-48352005000400004-1.ann	T6	MORFOLOGIA_NEOPLASIA	627	636	neoplasia
y	11	es-S0378-48352005000400004-1.ann	T10	MORFOLOGIA_NEOPLASIA	318	327	neoplasia
y	11	es-S0378-48352005000400004-1.ann	T23	MORFOLOGIA_NEOPLASIA	1451	1461	metástasis
y	11	es-S0378-48352005000400004-1.ann	T24	MORFOLOGIA_NEOPLASIA	2340	2350	metástasis
y	11	es-S0378-48352005000400004-1.ann	T25	MORFOLOGIA_NEOPLASIA	2379	2389	metástasis
y	11	es-S0378-48352005000400004-1.ann	T26	MORFOLOGIA_NEOPLASIA	1470	1479	Carcinoma
y	11	es-S0378-48352004000300007-1.ann	T2	MORFOLOGIA_NEOPLASIA	1981	1983	LH
y	11	es-S0378-48352004000300007-1.ann	T6	MORFOLOGIA_NEOPLASIA	1074	1100	LH tipo esclerosis nodular
y	11	es-S0378-48352004000300007-1.ann	T9	MORFOLOGIA_NEOPLASIA	636	638	LH
y	11	es-S0376-78922016000300010-1.ann	T3	MORFOLOGIA_NEOPLASIA	3097	3109	neurofibroma
y	11	es-S0376-78922016000300010-1.ann	T4	MORFOLOGIA_NEOPLASIA	1733	1745	neurofibroma
y	11	es-S0376-78922016000300010-1.ann	T5	MORFOLOGIA_NEOPLASIA	1625	1637	neurofibroma
y	11	es-S0376-78922016000300010-1.ann	T7	MORFOLOGIA_NEOPLASIA	282	294	neurofibroma
y	11	es-S1130-01082005001100014-1.ann	T2	MORFOLOGIA_NEOPLASIA	1563	1573	schwannoma
y	11	es-S1130-01082005001100014-1.ann	T3	MORFOLOGIA_NEOPLASIA	1244	1254	tumor GIST
y	11	es-S1130-01082005001100014-1.ann	T5	MORFOLOGIA_NEOPLASIA	1209	1242	tumor gástrico submucoso estromal
y	11	es-S1130-01082005001100014-1.ann	T23	MORFOLOGIA_NEOPLASIA	687	700	leiomiomatosa
y	11	es-S0376-78922016000200011-1.ann	T1	MORFOLOGIA_NEOPLASIA	3018	3025	linfoma
y	11	es-S0376-78922016000200011-1.ann	T3	MORFOLOGIA_NEOPLASIA	1700	1716	carcinoma ductal
y	11	es-S0376-78922016000200011-1.ann	T20	MORFOLOGIA_NEOPLASIA	1700	1709	carcinoma
y	11	es-S0378-48352005000700007-2.ann	T1	MORFOLOGIA_NEOPLASIA	1170	1190	estesioneuroblastoma
y	11	es-S0378-48352005000700007-2.ann	T6	MORFOLOGIA_NEOPLASIA	523	543	estesioneuroblastoma
y	11	es-S0378-48352005000700007-2.ann	T14	MORFOLOGIA_NEOPLASIA	74	83	Carcinoma
y	11	es-S1130-01082004001200010-1.ann	T2	MORFOLOGIA_NEOPLASIA	828	871	neoplasia epitelial papilar sólida-quística
y	11	es-S1130-01082004001200010-1.ann	T3	MORFOLOGIA_NEOPLASIA	405	410	tumor
y	11	es-S1130-01082004001200010-1.ann	T10	MORFOLOGIA_NEOPLASIA	828	837	neoplasia
y	11	es-S0378-48352004000900006-1.ann	T1	MORFOLOGIA_NEOPLASIA	2572	2577	tumor
y	11	es-S0378-48352004000900006-1.ann	T2	MORFOLOGIA_NEOPLASIA	2054	2059	tumor
y	11	es-S0378-48352004000900006-1.ann	T4	MORFOLOGIA_NEOPLASIA	1459	1468	neoplasia
y	11	es-S0378-48352004000900006-1.ann	T5	MORFOLOGIA_NEOPLASIA	2493	2536	carcinoma metaplásico de células fusiformes
y	11	es-S0378-48352004000900006-1.ann	T6	MORFOLOGIA_NEOPLASIA	1091	1099	sarcomas
y	11	es-S0378-48352004000900006-1.ann	T7	MORFOLOGIA_NEOPLASIA	1043	1088	carcinomas metaplásicos de células fusiformes
y	11	es-S0378-48352004000900006-1.ann	T8	MORFOLOGIA_NEOPLASIA	933	974	neoplasias malignas de células fusiformes
y	11	es-S0378-48352004000900006-1.ann	T9	MORFOLOGIA_NEOPLASIA	813	846	neoformación infiltrativa maligna
y	11	es-S0378-48352004000900006-1.ann	T27	MORFOLOGIA_NEOPLASIA	2493	2502	carcinoma
y	11	es-S0378-48352004000900006-1.ann	T28	MORFOLOGIA_NEOPLASIA	813	825	neoformación
y	11	es-S0378-48352005000500005-1.ann	T2	MORFOLOGIA_NEOPLASIA	2372	2377	tumor
y	11	es-S0378-48352005000500005-1.ann	T3	MORFOLOGIA_NEOPLASIA	998	1047	tumor desmoplásico de células pequeñas y redondas
y	11	es-S0378-48352005000500005-1.ann	T4	MORFOLOGIA_NEOPLASIA	371	376	tumor
y	11	es-S0378-48352005000500005-1.ann	T18	MORFOLOGIA_NEOPLASIA	686	696	Metástasis
y	11	es-S0378-48352005000500005-1.ann	T19	MORFOLOGIA_NEOPLASIA	2380	2390	metástasis
y	11	es-S0376-78922015000200009-1.ann	T4	MORFOLOGIA_NEOPLASIA	1197	1205	melanoma
y	11	es-S0376-78922015000200009-1.ann	T6	MORFOLOGIA_NEOPLASIA	817	839	metástasis de melanoma
y	11	es-S0376-78922015000200009-1.ann	T10	MORFOLOGIA_NEOPLASIA	488	494	cáncer
y	11	es-S0376-78922015000200009-1.ann	T13	MORFOLOGIA_NEOPLASIA	293	302	neoplasia
y	11	es-S0376-78922015000200009-1.ann	T14	MORFOLOGIA_NEOPLASIA	216	246	papilomatosis intracanalicular
y	11	es-S0376-78922015000200009-1.ann	T22	MORFOLOGIA_NEOPLASIA	817	827	metástasis
y	11	es-S0376-78922015000100011-1.ann	T1	MORFOLOGIA_NEOPLASIA	5754	5759	tumor
y	11	es-S0376-78922015000100011-1.ann	T2	MORFOLOGIA_NEOPLASIA	5073	5097	mestástasis de carcinoma
y	11	es-S0376-78922015000100011-1.ann	T5	MORFOLOGIA_NEOPLASIA	4609	4618	carcinoma
y	11	es-S0376-78922015000100011-1.ann	T6	MORFOLOGIA_NEOPLASIA	3667	3676	carcinoma
y	11	es-S0376-78922015000100011-1.ann	T12	MORFOLOGIA_NEOPLASIA	1573	1578	tumor
y	11	es-S0376-78922015000100011-1.ann	T13	MORFOLOGIA_NEOPLASIA	1437	1450	tumor maligno
y	11	es-S0376-78922015000100011-1.ann	T14	MORFOLOGIA_NEOPLASIA	1145	1154	neoplasia
y	11	es-S0376-78922015000100011-1.ann	T41	MORFOLOGIA_NEOPLASIA	4940	4950	metástasis
y	11	es-S0376-78922015000100011-1.ann	T42	MORFOLOGIA_NEOPLASIA	1500	1509	carcinoma
y	11	es-S0376-78922015000100011-1.ann	T43	MORFOLOGIA_NEOPLASIA	5088	5097	carcinoma
y	11	es-S0376-78922015000100011-1.ann	T45	MORFOLOGIA_NEOPLASIA	3600	3605	tumor
y	11	es-S1130-01082005001100017-2.ann	T1	MORFOLOGIA_NEOPLASIA	816	854	adenocarcinoma renal de células claras
y	11	es-S0378-48352006000300006-1.ann	T2	MORFOLOGIA_NEOPLASIA	2057	2062	tumor
y	11	es-S0378-48352006000300006-1.ann	T6	MORFOLOGIA_NEOPLASIA	1440	1463	Glioblastoma multiforme
y	1	es-S0004-06142006000500002-4.ann	T18	MORFOLOGIA_NEOPLASIA	1459	1513	tumor de células de Leydig con criterios de malignidad
y	1	es-S0004-06142006000500002-4.ann	T20	MORFOLOGIA_NEOPLASIA	1459	1485	tumor de células de Leydig
y	1	es-S0004-06142006000700013-1.ann	T2	MORFOLOGIA_NEOPLASIA	1961	1967	cáncer
y	1	es-S0004-06142006000700013-1.ann	T8	MORFOLOGIA_NEOPLASIA	2057	2063	cáncer
y	1	es-S0004-06142006000700013-1.ann	T13	MORFOLOGIA_NEOPLASIA	623	637	adenocarcinoma
y	1	es-S0004-06142006000700013-1.ann	T26	MORFOLOGIA_NEOPLASIA	1338	1345	tumores
y	1	es-S0004-06142006000700013-1.ann	T3	MORFOLOGIA_NEOPLASIA	1287	1297	metástasis
y	1	es-S0004-06142006000200014-1.ann	T1	MORFOLOGIA_NEOPLASIA	557	569	hipernefroma
y	1	es-S0004-06142006000200014-1.ann	T10	MORFOLOGIA_NEOPLASIA	972	995	Tumor fibroso solitario
y	1	es-S0004-06142006000200014-1.ann	T14	MORFOLOGIA_NEOPLASIA	1000	1005	tumor
y	1	es-S0004-06142006000900015-1.ann	T4	MORFOLOGIA_NEOPLASIA	488	497	carcinoma
y	1	es-S0004-06142006000900015-1.ann	T5	MORFOLOGIA_NEOPLASIA	488	521	carcinoma renal de células claras
y	1	es-S0004-06142006000900015-1.ann	T16	MORFOLOGIA_NEOPLASIA	1422	1449	carcinoma de células claras
y	1	es-S0004-06142006000900015-1.ann	T2	MORFOLOGIA_NEOPLASIA	2021	2031	metástasis
y	1	es-S0004-06142006000600012-1.ann	T4	MORFOLOGIA_NEOPLASIA	1551	1565	Tumor de Wilms
y	1	es-S0004-06142006000600012-1.ann	T5	MORFOLOGIA_NEOPLASIA	1536	1549	Nefroblastoma
y	1	es-S0004-06142006000600012-1.ann	T13	MORFOLOGIA_NEOPLASIA	977	990	Tumor maligno
y	1	es-S0004-06142006000600012-1.ann	T1	MORFOLOGIA_NEOPLASIA	1103	1108	tumor
y	1	es-S0004-06142006000600009-1.ann	T1	MORFOLOGIA_NEOPLASIA	1965	1974	neoplasia
y	1	es-S0004-06142006000600009-1.ann	T2	MORFOLOGIA_NEOPLASIA	1900	1927	carcinoma de células claras
y	1	es-S0004-06142006000600009-1.ann	T3	MORFOLOGIA_NEOPLASIA	1176	1189	condrosarcoma
y	1	es-S0004-06142006000600009-1.ann	T4	MORFOLOGIA_NEOPLASIA	949	958	neoplasia
y	1	es-S0004-06142006000600009-1.ann	T10	MORFOLOGIA_NEOPLASIA	1562	1578	osteosarcomatosa
y	1	es-S0004-06142006000600009-1.ann	T11	MORFOLOGIA_NEOPLASIA	2191	2213	carcinoma sarcomatoide
y	1	es-S0004-06142006000600009-1.ann	T15	MORFOLOGIA_NEOPLASIA	2354	2392	carcinoma con patrón de células claras
y	1	es-S0004-06142006000600009-1.ann	T16	MORFOLOGIA_NEOPLASIA	2191	2213	carcinoma sarcomatoide
y	1	es-S0004-06142006000600009-1.ann	T5	MORFOLOGIA_NEOPLASIA	2291	2304	condrosarcoma
y	1	es-S0004-06142005000900016-1.ann	T23	MORFOLOGIA_NEOPLASIA	996	1016	hemangioma cavernoso
y	1	es-S0004-06142005000900016-1.ann	T24	MORFOLOGIA_NEOPLASIA	996	1006	hemangioma
y	1	es-S0004-06142006000500011-1.ann	T18	MORFOLOGIA_NEOPLASIA	2685	2694	neoplasia
y	1	es-S0004-06142006000500011-1.ann	T28	MORFOLOGIA_NEOPLASIA	1787	1808	carcinoma epidermoide
y	1	es-S0004-06142006000500011-1.ann	T32	MORFOLOGIA_NEOPLASIA	135	156	carcinoma epidermoide
y	1	es-S0004-06142006000500011-1.ann	T39	MORFOLOGIA_NEOPLASIA	1612	1622	metástasis
y	1	es-S0004-06142006000500011-1.ann	T42	MORFOLOGIA_NEOPLASIA	1592	1601	carcinoma
y	1	es-S0004-06142006000500011-1.ann	T49	MORFOLOGIA_NEOPLASIA	2704	2715	metastásica
y	1	es-S0004-06142006000500011-1.ann	T8	MORFOLOGIA_NEOPLASIA	1757	1767	metástasis
y	1	es-S0004-06142006000100014-1.ann	T1	MORFOLOGIA_NEOPLASIA	736	750	carcinomatosis
y	1	es-S0004-06142006000100014-1.ann	T8	MORFOLOGIA_NEOPLASIA	587	601	adenocarcinoma
y	1	es-S0004-06142006000100014-1.ann	T15	MORFOLOGIA_NEOPLASIA	97	111	adenocarcinoma
y	1	es-S0004-06142006000100014-1.ann	T32	MORFOLOGIA_NEOPLASIA	3381	3391	metástasis
y	1	es-S0004-06142006000100014-1.ann	T33	MORFOLOGIA_NEOPLASIA	3274	3320	carcinoma de células renales tipo célula clara
y	1	es-S0004-06142006000700011-1.ann	T6	MORFOLOGIA_NEOPLASIA	532	546	adenocarcinoma
y	1	es-S0004-06142006000700011-1.ann	T8	MORFOLOGIA_NEOPLASIA	816	830	adenocarcinoma
y	1	es-S0004-06142006000700011-1.ann	T9	MORFOLOGIA_NEOPLASIA	87	101	adenocarcinoma
y	1	es-S0004-06142006000500002-3.ann	T13	MORFOLOGIA_NEOPLASIA	2100	2126	Tumor de células de Leydig
y	1	es-S0004-06142006000500002-3.ann	T19	MORFOLOGIA_NEOPLASIA	931	936	tumor
y	1	es-S0004-06142006000500002-3.ann	T22	MORFOLOGIA_NEOPLASIA	146	155	neoplasia
y	1	es-S0004-06142006000500002-3.ann	T1	MORFOLOGIA_NEOPLASIA	2649	2659	metástasis
y	1	es-S0004-06142006000500002-3.ann	T2	MORFOLOGIA_NEOPLASIA	1293	1303	metástasis
y	1	es-S0004-06142006000700008-1.ann	T8	MORFOLOGIA_NEOPLASIA	1591	1600	neoplasia
y	1	es-S0004-06142006000700008-1.ann	T17	MORFOLOGIA_NEOPLASIA	280	298	leiomioadenomatosa
y	1	es-S0004-06142006000700008-1.ann	T29	MORFOLOGIA_NEOPLASIA	2100	2110	neoplásica
y	1	es-S0004-06142006000700008-1.ann	T31	MORFOLOGIA_NEOPLASIA	949	961	neoformación
y	1	es-S0004-06142006000100010-1.ann	T3	MORFOLOGIA_NEOPLASIA	631	636	tumor
y	1	es-S0004-06142006000100010-1.ann	T17	MORFOLOGIA_NEOPLASIA	841	846	tumor
y	1	es-S0004-06142006000100010-1.ann	T18	MORFOLOGIA_NEOPLASIA	1322	1333	mielolipoma
y	1	es-S0004-06142006000900008-1.ann	T12	MORFOLOGIA_NEOPLASIA	1959	1976	neurofibromatosis
y	1	es-S0004-06142006000900008-1.ann	T13	MORFOLOGIA_NEOPLASIA	2130	2147	neurofibromatosis
y	1	es-S0004-06142006000900008-1.ann	T23	MORFOLOGIA_NEOPLASIA	578	590	neoformación
y	1	es-S0004-06142006000900008-1.ann	T24	MORFOLOGIA_NEOPLASIA	1235	1247	neoformación
y	1	es-S0004-06142006000900008-1.ann	T25	MORFOLOGIA_NEOPLASIA	1488	1500	neoformación
y	1	es-S0004-06142007000500014-1.ann	T1	MORFOLOGIA_NEOPLASIA	863	884	carcinoma embrionario
y	1	es-S0004-06142007000500014-1.ann	T2	MORFOLOGIA_NEOPLASIA	845	860	teratoma maduro
y	1	es-S0004-06142007000500014-1.ann	T3	MORFOLOGIA_NEOPLASIA	827	843	teratocarcinomas
y	1	es-S0004-06142007000500014-1.ann	T9	MORFOLOGIA_NEOPLASIA	1069	1077	seminoma
y	1	es-S0004-06142007000500014-1.ann	T15	MORFOLOGIA_NEOPLASIA	1069	1085	seminoma clásico
y	1	es-S0004-06142007000500011-1.ann	T4	MORFOLOGIA_NEOPLASIA	1122	1135	Neuroblastoma
y	1	es-S0004-06142007000500011-1.ann	T18	MORFOLOGIA_NEOPLASIA	1867	1882	miofibromatosis
y	1	es-S0004-06142007000100015-1.ann	T9	MORFOLOGIA_NEOPLASIA	1313	1318	tumor
y	1	es-S0004-06142005000500011-1.ann	T8	MORFOLOGIA_NEOPLASIA	1908	1949	carcinoma urotelial superficial de vejiga
y	1	es-S0004-06142005000500011-1.ann	T11	MORFOLOGIA_NEOPLASIA	1908	1939	carcinoma urotelial superficial
y	1	es-S0004-06142005000500011-1.ann	T19	MORFOLOGIA_NEOPLASIA	1908	1927	carcinoma urotelial
y	1	es-S0004-06142005000500011-1.ann	T37	MORFOLOGIA_NEOPLASIA	685	692	adenoma
y	1	es-S0004-06142006000600014-1.ann	T7	MORFOLOGIA_NEOPLASIA	933	941	papiloma
y	1	es-S0004-06142006000600014-1.ann	T12	MORFOLOGIA_NEOPLASIA	933	951	papiloma invertido
y	1	es-S0004-06142005000900013-1.ann	T18	MORFOLOGIA_NEOPLASIA	989	998	leiomioma
y	1	es-S0004-06142006000300015-1.ann	T1	MORFOLOGIA_NEOPLASIA	1876	1885	carcinoma
y	1	es-S0004-06142006000300015-1.ann	T2	MORFOLOGIA_NEOPLASIA	1981	1998	carcinoma coloide
y	1	es-S0004-06142006000300015-1.ann	T3	MORFOLOGIA_NEOPLASIA	1876	1911	carcinoma de células transicionales
y	1	es-S0004-06142006000300015-1.ann	T16	MORFOLOGIA_NEOPLASIA	1981	1990	carcinoma
y	1	es-S0004-06142006000200013-1.ann	T5	MORFOLOGIA_NEOPLASIA	41	51	leiomiomas
y	1	es-S0004-06142006000200013-1.ann	T13	MORFOLOGIA_NEOPLASIA	714	723	carcinoma
y	1	es-S0004-06142007000300012-1.ann	T13	MORFOLOGIA_NEOPLASIA	1604	1621	carcinoma papilar
y	1	es-S0004-06142005000900014-1.ann	T15	MORFOLOGIA_NEOPLASIA	790	799	leiomioma
y	1	es-S0004-06142006000500012-1.ann	T1	MORFOLOGIA_NEOPLASIA	680	690	metástasis
y	1	es-S0004-06142006000500012-1.ann	T3	MORFOLOGIA_NEOPLASIA	911	946	carcinoma de células renales claras
y	1	es-S0004-06142006000500012-1.ann	T20	MORFOLOGIA_NEOPLASIA	2475	2485	metástasis
y	1	es-S0004-06142006000500012-1.ann	T34	MORFOLOGIA_NEOPLASIA	1726	1767	metástasis de carcinoma de células claras
y	1	es-S0004-06142006000500012-1.ann	T39	MORFOLOGIA_NEOPLASIA	1519	1529	metástasis
y	1	es-S0004-06142006000500012-1.ann	T46	MORFOLOGIA_NEOPLASIA	1051	1062	metastásica
y	1	es-S0004-06142006000500012-1.ann	T47	MORFOLOGIA_NEOPLASIA	1740	1767	carcinoma de células claras
y	1	es-S0004-06142006000500012-1.ann	T7	MORFOLOGIA_NEOPLASIA	1533	1542	carcinoma
y	1	es-S0004-06142006000500012-1.ann	T12	MORFOLOGIA_NEOPLASIA	2558	2567	carcinoma
y	1	es-S0004-06142006000700014-1.ann	T9	MORFOLOGIA_NEOPLASIA	3048	3079	metástasis de un adenocarcinoma
y	1	es-S0004-06142006000700014-1.ann	T11	MORFOLOGIA_NEOPLASIA	2522	2536	adenocarcinoma
y	1	es-S0004-06142006000700014-1.ann	T12	MORFOLOGIA_NEOPLASIA	412	426	adenocarcinoma
y	1	es-S0004-06142006000700014-1.ann	T17	MORFOLOGIA_NEOPLASIA	143	152	carcinoma
y	1	es-S0004-06142006000700014-1.ann	T18	MORFOLOGIA_NEOPLASIA	1038	1047	carcinoma
y	1	es-S0004-06142005000900015-1.ann	T19	MORFOLOGIA_NEOPLASIA	588	593	tumor
y	1	es-S0004-06142005000900015-1.ann	T23	MORFOLOGIA_NEOPLASIA	896	923	rabdomiosarcoma pleomórfico
y	1	es-S0004-06142005000900015-1.ann	T26	MORFOLOGIA_NEOPLASIA	749	759	neoplásica
y	1	es-S0004-06142005000900015-1.ann	T3	MORFOLOGIA_NEOPLASIA	1224	1233	tumorales
y	1	es-S0004-06142005001000011-3.ann	T14	MORFOLOGIA_NEOPLASIA	366	381	hepatocarcinoma
y	1	es-S0004-06142007000300011-1.ann	T3	MORFOLOGIA_NEOPLASIA	3553	3558	tumor
y	1	es-S0004-06142007000300011-1.ann	T4	MORFOLOGIA_NEOPLASIA	3913	3955	fibrohistiocitoma maligno variante mixoide
y	1	es-S0004-06142007000300011-1.ann	T5	MORFOLOGIA_NEOPLASIA	2469	2474	tumor
y	1	es-S0004-06142007000300011-1.ann	T6	MORFOLOGIA_NEOPLASIA	3475	3517	fibrohistiocitoma maligno variante mixoide
y	1	es-S0004-06142007000300011-1.ann	T7	MORFOLOGIA_NEOPLASIA	887	892	tumor
y	1	es-S0004-06142007000300011-1.ann	T8	MORFOLOGIA_NEOPLASIA	3892	3908	mixofibrosarcoma
y	1	es-S0004-06142007000300011-1.ann	T9	MORFOLOGIA_NEOPLASIA	3839	3854	mixoliposarcoma
y	1	es-S0004-06142007000300011-1.ann	T11	MORFOLOGIA_NEOPLASIA	3637	3652	mixoliposarcoma
y	1	es-S0004-06142007000300011-1.ann	T12	MORFOLOGIA_NEOPLASIA	3454	3470	mixofibrosarcoma
y	1	es-S0004-06142007000300011-1.ann	T27	MORFOLOGIA_NEOPLASIA	3475	3492	fibrohistiocitoma
y	1	es-S0004-06142007000300011-1.ann	T28	MORFOLOGIA_NEOPLASIA	3913	3930	fibrohistiocitoma
y	1	es-S0004-06142007000300011-1.ann	T30	MORFOLOGIA_NEOPLASIA	3475	3500	fibrohistiocitoma maligno
y	1	es-S0004-06142007000300011-1.ann	T31	MORFOLOGIA_NEOPLASIA	3913	3938	fibrohistiocitoma maligno
y	1	es-S0004-06142007000300011-1.ann	T32	MORFOLOGIA_NEOPLASIA	3124	3134	neoplásica
y	1	es-S0004-06142007000300011-1.ann	T13	MORFOLOGIA_NEOPLASIA	3662	3667	tumor
y	1	es-S0004-06142007000300011-1.ann	T14	MORFOLOGIA_NEOPLASIA	2693	2698	tumor
y	1	es-S0004-06142007000500017-1.ann	T10	MORFOLOGIA_NEOPLASIA	644	654	nevus azul
y	1	es-S0004-06142006000200011-1.ann	T21	MORFOLOGIA_NEOPLASIA	2213	2236	tumor fibroso solitario
y	1	es-S0004-06142007000600011-1.ann	T8	MORFOLOGIA_NEOPLASIA	581	590	leiomioma
y	1	es-S0004-06142006000900009-1.ann	T13	MORFOLOGIA_NEOPLASIA	1692	1703	metastásica
y	1	es-S0004-06142007000200017-1.ann	T5	MORFOLOGIA_NEOPLASIA	1910	1954	neoplasia intratubular de células germinales
y	1	es-S0004-06142007000200017-1.ann	T6	MORFOLOGIA_NEOPLASIA	2125	2133	seminoma
y	1	es-S0004-06142007000200017-1.ann	T8	MORFOLOGIA_NEOPLASIA	1956	1960	NICG
y	1	es-S0004-06142007000200017-1.ann	T12	MORFOLOGIA_NEOPLASIA	2125	2141	seminoma clásico
y	1	es-S0004-06142007000200017-1.ann	T15	MORFOLOGIA_NEOPLASIA	1865	1881	seminoma clásico
y	1	es-S0004-06142007000200017-1.ann	T20	MORFOLOGIA_NEOPLASIA	1865	1873	seminoma
y	1	es-S0004-06142007000200017-1.ann	T22	MORFOLOGIA_NEOPLASIA	1630	1635	tumor
y	1	es-S0004-06142007000200017-1.ann	T28	MORFOLOGIA_NEOPLASIA	339	348	neoplasia
y	1	es-S0004-06142007000200017-1.ann	T4	MORFOLOGIA_NEOPLASIA	1553	1563	metástasis
y	1	es-S0004-06142007000200017-1.ann	T7	MORFOLOGIA_NEOPLASIA	2373	2378	tumor
y	1	es-S0004-06142006000900013-1.ann	T8	MORFOLOGIA_NEOPLASIA	284	294	leiomiomas
y	1	es-S0004-06142006000900013-1.ann	T12	MORFOLOGIA_NEOPLASIA	2033	2042	neoplasia
y	1	es-S0004-06142006000900013-1.ann	T14	MORFOLOGIA_NEOPLASIA	733	742	neoplasia
y	1	es-S0004-06142006000900013-1.ann	T1	MORFOLOGIA_NEOPLASIA	2342	2351	neoplasia
y	1	es-S0004-06142007000200011-1.ann	T6	MORFOLOGIA_NEOPLASIA	49	55	lipoma
y	1	es-S0004-06142007000200011-1.ann	T8	MORFOLOGIA_NEOPLASIA	532	546	feocromocitoma
y	1	es-S0004-06142007000200011-1.ann	T11	MORFOLOGIA_NEOPLASIA	1411	1431	linfangioma quístico
y	1	es-S0004-06142007000200011-1.ann	T13	MORFOLOGIA_NEOPLASIA	554	561	adenoma
y	1	es-S0004-06142006000500002-2.ann	T1	MORFOLOGIA_NEOPLASIA	1474	1500	tumor de células de Leydig
y	1	es-S0004-06142006000500002-2.ann	T13	MORFOLOGIA_NEOPLASIA	893	904	hemangiomas
y	1	es-S0004-06142006000500002-2.ann	T11	MORFOLOGIA_NEOPLASIA	880	890	metástasis
y	1	es-S0004-06142006000900014-1.ann	T7	MORFOLOGIA_NEOPLASIA	2242	2256	adenocarcinoma
y	1	es-S0004-06142006000900014-1.ann	T11	MORFOLOGIA_NEOPLASIA	2383	2397	adenocarcinoma
y	1	es-S0004-06142006000900014-1.ann	T12	MORFOLOGIA_NEOPLASIA	2242	2256	adenocarcinoma
y	1	es-S0004-06142006000900014-1.ann	T13	MORFOLOGIA_NEOPLASIA	2383	2416	adenocarcinoma de tipo intestinal
y	1	es-S0004-06142006000900014-1.ann	T16	MORFOLOGIA_NEOPLASIA	2242	2256	adenocarcinoma
y	1	es-S0004-06142006000900014-1.ann	T17	MORFOLOGIA_NEOPLASIA	2242	2256	adenocarcinoma
y	1	es-S0004-06142006000700012-1.ann	T10	MORFOLOGIA_NEOPLASIA	785	814	nefroma quístico multilocular
y	1	es-S0004-06142006000700012-1.ann	T26	MORFOLOGIA_NEOPLASIA	1465	1494	nefroma quístico multilocular
y	8	es-S0365-66912004001200010-2.ann	T2	MORFOLOGIA_NEOPLASIA	297	319	trombocitemia esencial
y	8	es-S0365-66912006000100008-1.ann	T3	MORFOLOGIA_NEOPLASIA	823	829	glioma
y	8	es-S0365-66912006000100008-1.ann	T6	MORFOLOGIA_NEOPLASIA	55	72	neurofibromatosis
y	8	es-S0365-66912006000900010-1.ann	T2	MORFOLOGIA_NEOPLASIA	2027	2035	melanoma
y	8	es-S0365-66912006000900010-1.ann	T4	MORFOLOGIA_NEOPLASIA	797	805	melanoma
y	8	es-S0365-66912006000900010-1.ann	T6	MORFOLOGIA_NEOPLASIA	587	595	melanoma
y	8	es-S0365-66912006000900010-1.ann	T13	MORFOLOGIA_NEOPLASIA	906	917	metastásica
y	8	es-S0213-12852007000100002-1.ann	T2	MORFOLOGIA_NEOPLASIA	1760	1773	ameloblastoma
y	8	es-S0213-12852007000100002-1.ann	T3	MORFOLOGIA_NEOPLASIA	1599	1615	tumores malignos
y	8	es-S0213-12852007000100002-1.ann	T5	MORFOLOGIA_NEOPLASIA	1116	1129	ameloblastoma
y	8	es-S0213-12852007000100002-1.ann	T9	MORFOLOGIA_NEOPLASIA	1599	1606	tumores
